SearchBayesianSkopt: New best config found. Config 0: {'norm': 1, 'alpha': 0.5030828870316804, 'beta': 0.08303079948852111, 'gamma': 0.23468894287393555} - results: PRECISION: 0.0401580, PRECISION_RECALL_MIN_DEN: 0.0924895, RECALL: 0.0905219, MAP: 0.0191230, MAP_MIN_DEN: 0.0431827, MRR: 0.1422658, NDCG: 0.0793527, F1: 0.0556349, HIT_RATE: 0.2950274, ARHR_ALL_HITS: 0.1642068, NOVELTY: 0.0038148, AVERAGE_POPULARITY: 0.1839195, DIVERSITY_MEAN_INTER_LIST: 0.9526189, DIVERSITY_HERFINDAHL: 0.9952594, COVERAGE_ITEM: 0.1432709, COVERAGE_ITEM_HIT: 0.0489846, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2744961, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0197971, SHANNON_ENTROPY: 9.1663500, RATIO_DIVERSITY_HERFINDAHL: 0.9955886, RATIO_DIVERSITY_GINI: 0.0443833, RATIO_SHANNON_ENTROPY: 0.6793052, RATIO_AVERAGE_POPULARITY: 3.6103018, RATIO_NOVELTY: 0.2352550, 
SearchBayesianSkopt: Config 44 is suboptimal. Config: {'norm': 2, 'alpha': 0.5880580917121324, 'beta': 0.33171297289553087, 'gamma': 0.28089066877075036} - results: PRECISION: 0.0400134, PRECISION_RECALL_MIN_DEN: 0.0923769, RECALL: 0.0904450, MAP: 0.0190052, MAP_MIN_DEN: 0.0430449, MRR: 0.1420162, NDCG: 0.0791611, F1: 0.0554815, HIT_RATE: 0.2956728, ARHR_ALL_HITS: 0.1635837, NOVELTY: 0.0038266, AVERAGE_POPULARITY: 0.1869732, DIVERSITY_MEAN_INTER_LIST: 0.9500522, DIVERSITY_HERFINDAHL: 0.9950028, COVERAGE_ITEM: 0.1885011, COVERAGE_ITEM_HIT: 0.0490561, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2750967, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0215826, SHANNON_ENTROPY: 9.1977403, RATIO_DIVERSITY_HERFINDAHL: 0.9953318, RATIO_DIVERSITY_GINI: 0.0483861, RATIO_SHANNON_ENTROPY: 0.6816315, RATIO_AVERAGE_POPULARITY: 3.6702449, RATIO_NOVELTY: 0.2359809, 
SearchBayesianSkopt: Config 45 is suboptimal. Config: {'norm': 1, 'alpha': 0.0, 'beta': 0.0, 'gamma': 0.6324369393097121} - results: PRECISION: 0.0390401, PRECISION_RECALL_MIN_DEN: 0.0904521, RECALL: 0.0885842, MAP: 0.0185041, MAP_MIN_DEN: 0.0421011, MRR: 0.1389239, NDCG: 0.0774402, F1: 0.0541955, HIT_RATE: 0.2899153, ARHR_ALL_HITS: 0.1597021, NOVELTY: 0.0037591, AVERAGE_POPULARITY: 0.1942881, DIVERSITY_MEAN_INTER_LIST: 0.9464292, DIVERSITY_HERFINDAHL: 0.9946405, COVERAGE_ITEM: 0.1347969, COVERAGE_ITEM_HIT: 0.0446582, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2697398, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0166636, SHANNON_ENTROPY: 8.9306350, RATIO_DIVERSITY_HERFINDAHL: 0.9949694, RATIO_DIVERSITY_GINI: 0.0373583, RATIO_SHANNON_ENTROPY: 0.6618367, RATIO_AVERAGE_POPULARITY: 3.8138354, RATIO_NOVELTY: 0.2318180, 
SearchBayesianSkopt: Config 46 is suboptimal. Config: {'norm': 2, 'alpha': 0.9443135663298853, 'beta': 0.020581470088598234, 'gamma': 0.9992041394356156} - results: PRECISION: 0.0257281, PRECISION_RECALL_MIN_DEN: 0.0575678, RECALL: 0.0562170, MAP: 0.0112119, MAP_MIN_DEN: 0.0247247, MRR: 0.0879003, NDCG: 0.0480333, F1: 0.0353006, HIT_RATE: 0.2002220, ARHR_ALL_HITS: 0.0989521, NOVELTY: 0.0035126, AVERAGE_POPULARITY: 0.2584217, DIVERSITY_MEAN_INTER_LIST: 0.8974182, DIVERSITY_HERFINDAHL: 0.9897395, COVERAGE_ITEM: 0.0737271, COVERAGE_ITEM_HIT: 0.0249213, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1862884, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0070042, SHANNON_ENTROPY: 7.7559868, RATIO_DIVERSITY_HERFINDAHL: 0.9900668, RATIO_DIVERSITY_GINI: 0.0157028, RATIO_SHANNON_ENTROPY: 0.5747852, RATIO_AVERAGE_POPULARITY: 5.0727656, RATIO_NOVELTY: 0.2166132, 
SearchBayesianSkopt: Config 47 is suboptimal. Config: {'norm': 2, 'alpha': 1.0, 'beta': 0.40993424316988064, 'gamma': 0.0} - results: PRECISION: 0.0401477, PRECISION_RECALL_MIN_DEN: 0.0924938, RECALL: 0.0905382, MAP: 0.0191279, MAP_MIN_DEN: 0.0431949, MRR: 0.1425878, NDCG: 0.0794048, F1: 0.0556280, HIT_RATE: 0.2959310, ARHR_ALL_HITS: 0.1644205, NOVELTY: 0.0038386, AVERAGE_POPULARITY: 0.1834129, DIVERSITY_MEAN_INTER_LIST: 0.9524665, DIVERSITY_HERFINDAHL: 0.9952442, COVERAGE_ITEM: 0.1694794, COVERAGE_ITEM_HIT: 0.0506293, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2753369, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0218425, SHANNON_ENTROPY: 9.2518318, RATIO_DIVERSITY_HERFINDAHL: 0.9955733, RATIO_DIVERSITY_GINI: 0.0489690, RATIO_SHANNON_ENTROPY: 0.6856401, RATIO_AVERAGE_POPULARITY: 3.6003574, RATIO_NOVELTY: 0.2367203, 
SearchBayesianSkopt: Config 48 is suboptimal. Config: {'norm': 1, 'alpha': 1.0, 'beta': 0.0, 'gamma': 0.0} - results: PRECISION: 0.0401064, PRECISION_RECALL_MIN_DEN: 0.0919238, RECALL: 0.0899471, MAP: 0.0191529, MAP_MIN_DEN: 0.0430601, MRR: 0.1423697, NDCG: 0.0791509, F1: 0.0554764, HIT_RATE: 0.2945626, ARHR_ALL_HITS: 0.1643942, NOVELTY: 0.0038188, AVERAGE_POPULARITY: 0.1828473, DIVERSITY_MEAN_INTER_LIST: 0.9535940, DIVERSITY_HERFINDAHL: 0.9953569, COVERAGE_ITEM: 0.1355835, COVERAGE_ITEM_HIT: 0.0490203, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2740638, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0199326, SHANNON_ENTROPY: 9.1925286, RATIO_DIVERSITY_HERFINDAHL: 0.9956861, RATIO_DIVERSITY_GINI: 0.0446871, RATIO_SHANNON_ENTROPY: 0.6812453, RATIO_AVERAGE_POPULARITY: 3.5892557, RATIO_NOVELTY: 0.2355016, 
SearchBayesianSkopt: Config 49 is suboptimal. Config: {'norm': 2, 'alpha': 0.9584374115763762, 'beta': 0.9831851725250671, 'gamma': 0.023299118628524077} - results: PRECISION: 0.0375529, PRECISION_RECALL_MIN_DEN: 0.0862921, RECALL: 0.0844401, MAP: 0.0174497, MAP_MIN_DEN: 0.0393930, MRR: 0.1311837, NDCG: 0.0732521, F1: 0.0519861, HIT_RATE: 0.2799236, ARHR_ALL_HITS: 0.1506539, NOVELTY: 0.0038663, AVERAGE_POPULARITY: 0.1831393, DIVERSITY_MEAN_INTER_LIST: 0.9506813, DIVERSITY_HERFINDAHL: 0.9950657, COVERAGE_ITEM: 0.3358481, COVERAGE_ITEM_HIT: 0.0504505, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2604434, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0283017, SHANNON_ENTROPY: 9.3335395, RATIO_DIVERSITY_HERFINDAHL: 0.9953947, RATIO_DIVERSITY_GINI: 0.0634499, RATIO_SHANNON_ENTROPY: 0.6916954, RATIO_AVERAGE_POPULARITY: 3.5949861, RATIO_NOVELTY: 0.2384287, 
SearchBayesianSkopt: Config 50 is suboptimal. Config: {'norm': 1, 'alpha': 0.0070423734345528306, 'beta': 0.06234077737010159, 'gamma': 0.0027849643438169207} - results: PRECISION: 0.0395255, PRECISION_RECALL_MIN_DEN: 0.0907278, RECALL: 0.0887874, MAP: 0.0188872, MAP_MIN_DEN: 0.0426262, MRR: 0.1408389, NDCG: 0.0782205, F1: 0.0547001, HIT_RATE: 0.2911546, ARHR_ALL_HITS: 0.1623587, NOVELTY: 0.0038228, AVERAGE_POPULARITY: 0.1763996, DIVERSITY_MEAN_INTER_LIST: 0.9569029, DIVERSITY_HERFINDAHL: 0.9956878, COVERAGE_ITEM: 0.1449514, COVERAGE_ITEM_HIT: 0.0490918, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2708929, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0193985, SHANNON_ENTROPY: 9.1975112, RATIO_DIVERSITY_HERFINDAHL: 0.9960171, RATIO_DIVERSITY_GINI: 0.0434897, RATIO_SHANNON_ENTROPY: 0.6816145, RATIO_AVERAGE_POPULARITY: 3.4626876, RATIO_NOVELTY: 0.2357485, 
SearchBayesianSkopt: Config 51 is suboptimal. Config: {'norm': 2, 'alpha': 0.060965116855557513, 'beta': 0.9970780771821776, 'gamma': 0.3256005577484831} - results: PRECISION: 0.0337912, PRECISION_RECALL_MIN_DEN: 0.0764530, RECALL: 0.0747077, MAP: 0.0152256, MAP_MIN_DEN: 0.0336398, MRR: 0.1148348, NDCG: 0.0640055, F1: 0.0465343, HIT_RATE: 0.2551637, ARHR_ALL_HITS: 0.1317041, NOVELTY: 0.0040138, AVERAGE_POPULARITY: 0.1656515, DIVERSITY_MEAN_INTER_LIST: 0.9585163, DIVERSITY_HERFINDAHL: 0.9958492, COVERAGE_ITEM: 0.6142735, COVERAGE_ITEM_HIT: 0.0482695, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2374066, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0691255, SHANNON_ENTROPY: 9.9388669, RATIO_DIVERSITY_HERFINDAHL: 0.9961785, RATIO_DIVERSITY_GINI: 0.1549731, RATIO_SHANNON_ENTROPY: 0.7365553, RATIO_AVERAGE_POPULARITY: 3.2517056, RATIO_NOVELTY: 0.2475223, 
SearchBayesianSkopt: Config 52 is suboptimal. Config: {'norm': 2, 'alpha': 0.012544343847709308, 'beta': 0.005851017050717223, 'gamma': 0.9646264768674533} - results: PRECISION: 0.0353584, PRECISION_RECALL_MIN_DEN: 0.0837710, RECALL: 0.0821126, MAP: 0.0165325, MAP_MIN_DEN: 0.0386368, MRR: 0.1279362, NDCG: 0.0711534, F1: 0.0494312, HIT_RATE: 0.2697769, ARHR_ALL_HITS: 0.1449830, NOVELTY: 0.0035895, AVERAGE_POPULARITY: 0.2495710, DIVERSITY_MEAN_INTER_LIST: 0.9019216, DIVERSITY_HERFINDAHL: 0.9901898, COVERAGE_ITEM: 0.1138444, COVERAGE_ITEM_HIT: 0.0330378, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2510029, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0097857, SHANNON_ENTROPY: 8.0784999, RATIO_DIVERSITY_HERFINDAHL: 0.9905173, RATIO_DIVERSITY_GINI: 0.0219387, RATIO_SHANNON_ENTROPY: 0.5986862, RATIO_AVERAGE_POPULARITY: 4.8990275, RATIO_NOVELTY: 0.2213584, 
SearchBayesianSkopt: Config 53 is suboptimal. Config: {'norm': 2, 'alpha': 0.98583116120805, 'beta': 0.012194720481889191, 'gamma': 0.49963641546677906} - results: PRECISION: 0.0394170, PRECISION_RECALL_MIN_DEN: 0.0910144, RECALL: 0.0891255, MAP: 0.0186018, MAP_MIN_DEN: 0.0422000, MRR: 0.1394636, NDCG: 0.0778316, F1: 0.0546599, HIT_RATE: 0.2925746, ARHR_ALL_HITS: 0.1604693, NOVELTY: 0.0037416, AVERAGE_POPULARITY: 0.2081973, DIVERSITY_MEAN_INTER_LIST: 0.9372672, DIVERSITY_HERFINDAHL: 0.9937243, COVERAGE_ITEM: 0.1253933, COVERAGE_ITEM_HIT: 0.0462672, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2722141, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0170133, SHANNON_ENTROPY: 8.8651378, RATIO_DIVERSITY_HERFINDAHL: 0.9940529, RATIO_DIVERSITY_GINI: 0.0381424, RATIO_SHANNON_ENTROPY: 0.6569828, RATIO_AVERAGE_POPULARITY: 4.0868702, RATIO_NOVELTY: 0.2307354, 
SearchBayesianSkopt: Config 54 is suboptimal. Config: {'norm': 2, 'alpha': 0.02033893317253899, 'beta': 0.9897103068222187, 'gamma': 0.017817358042306} - results: PRECISION: 0.0373929, PRECISION_RECALL_MIN_DEN: 0.0859272, RECALL: 0.0840926, MAP: 0.0175426, MAP_MIN_DEN: 0.0396808, MRR: 0.1320916, NDCG: 0.0734420, F1: 0.0517669, HIT_RATE: 0.2790974, ARHR_ALL_HITS: 0.1516028, NOVELTY: 0.0039706, AVERAGE_POPULARITY: 0.1657983, DIVERSITY_MEAN_INTER_LIST: 0.9599367, DIVERSITY_HERFINDAHL: 0.9959912, COVERAGE_ITEM: 0.5424056, COVERAGE_ITEM_HIT: 0.0506293, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2596747, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0511753, SHANNON_ENTROPY: 9.7911489, RATIO_DIVERSITY_HERFINDAHL: 0.9963206, RATIO_DIVERSITY_GINI: 0.1147304, RATIO_SHANNON_ENTROPY: 0.7256082, RATIO_AVERAGE_POPULARITY: 3.2545866, RATIO_NOVELTY: 0.2448612, 
SearchBayesianSkopt: Config 55 is suboptimal. Config: {'norm': 1, 'alpha': 0.023780365874830574, 'beta': 0.25701138558083697, 'gamma': 0.9953258471248629} - results: PRECISION: 0.0256997, PRECISION_RECALL_MIN_DEN: 0.0562863, RECALL: 0.0547709, MAP: 0.0109564, MAP_MIN_DEN: 0.0232702, MRR: 0.0835508, NDCG: 0.0461253, F1: 0.0349841, HIT_RATE: 0.1972787, ARHR_ALL_HITS: 0.0953045, NOVELTY: 0.0038309, AVERAGE_POPULARITY: 0.2048852, DIVERSITY_MEAN_INTER_LIST: 0.9347854, DIVERSITY_HERFINDAHL: 0.9934761, COVERAGE_ITEM: 0.5478761, COVERAGE_ITEM_HIT: 0.0305707, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1835499, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0488445, SHANNON_ENTROPY: 9.1273824, RATIO_DIVERSITY_HERFINDAHL: 0.9938047, RATIO_DIVERSITY_GINI: 0.1095051, RATIO_SHANNON_ENTROPY: 0.6764174, RATIO_AVERAGE_POPULARITY: 4.0218541, RATIO_NOVELTY: 0.2362429, 
SearchBayesianSkopt: Config 56 is suboptimal. Config: {'norm': 2, 'alpha': 0.0, 'beta': 0.0, 'gamma': 0.7623113397555837} - results: PRECISION: 0.0383378, PRECISION_RECALL_MIN_DEN: 0.0891350, RECALL: 0.0873173, MAP: 0.0180887, MAP_MIN_DEN: 0.0414260, MRR: 0.1369012, NDCG: 0.0762534, F1: 0.0532816, HIT_RATE: 0.2867396, ARHR_ALL_HITS: 0.1567861, NOVELTY: 0.0037221, AVERAGE_POPULARITY: 0.2057894, DIVERSITY_MEAN_INTER_LIST: 0.9387579, DIVERSITY_HERFINDAHL: 0.9938734, COVERAGE_ITEM: 0.1318292, COVERAGE_ITEM_HIT: 0.0423699, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2667852, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0151670, SHANNON_ENTROPY: 8.7630793, RATIO_DIVERSITY_HERFINDAHL: 0.9942020, RATIO_DIVERSITY_GINI: 0.0340030, RATIO_SHANNON_ENTROPY: 0.6494194, RATIO_AVERAGE_POPULARITY: 4.0396031, RATIO_NOVELTY: 0.2295365, 
SearchBayesianSkopt: Config 57 is suboptimal. Config: {'norm': 2, 'alpha': 1.0, 'beta': 0.0, 'gamma': 0.0} - results: PRECISION: 0.0401064, PRECISION_RECALL_MIN_DEN: 0.0919238, RECALL: 0.0899471, MAP: 0.0191529, MAP_MIN_DEN: 0.0430601, MRR: 0.1423697, NDCG: 0.0791509, F1: 0.0554764, HIT_RATE: 0.2945626, ARHR_ALL_HITS: 0.1643942, NOVELTY: 0.0038188, AVERAGE_POPULARITY: 0.1828473, DIVERSITY_MEAN_INTER_LIST: 0.9535940, DIVERSITY_HERFINDAHL: 0.9953569, COVERAGE_ITEM: 0.1355835, COVERAGE_ITEM_HIT: 0.0490203, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2740638, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0199326, SHANNON_ENTROPY: 9.1925286, RATIO_DIVERSITY_HERFINDAHL: 0.9956861, RATIO_DIVERSITY_GINI: 0.0446871, RATIO_SHANNON_ENTROPY: 0.6812453, RATIO_AVERAGE_POPULARITY: 3.5892557, RATIO_NOVELTY: 0.2355016, 
SearchBayesianSkopt: Config 58 is suboptimal. Config: {'norm': 1, 'alpha': 0.024029748380553946, 'beta': 0.9944679029026393, 'gamma': 0.7411188319125098} - results: PRECISION: 0.0251368, PRECISION_RECALL_MIN_DEN: 0.0543738, RECALL: 0.0528521, MAP: 0.0104403, MAP_MIN_DEN: 0.0218885, MRR: 0.0787578, NDCG: 0.0439883, F1: 0.0340698, HIT_RATE: 0.1924249, ARHR_ALL_HITS: 0.0902480, NOVELTY: 0.0040387, AVERAGE_POPULARITY: 0.1633393, DIVERSITY_MEAN_INTER_LIST: 0.9582495, DIVERSITY_HERFINDAHL: 0.9958225, COVERAGE_ITEM: 0.6306136, COVERAGE_ITEM_HIT: 0.0401888, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1790338, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0796770, SHANNON_ENTROPY: 9.9824805, RATIO_DIVERSITY_HERFINDAHL: 0.9961518, RATIO_DIVERSITY_GINI: 0.1786286, RATIO_SHANNON_ENTROPY: 0.7397875, RATIO_AVERAGE_POPULARITY: 3.2063166, RATIO_NOVELTY: 0.2490607, 
SearchBayesianSkopt: Config 59 is suboptimal. Config: {'norm': 1, 'alpha': 0.9620595266712951, 'beta': 0.0166187188407847, 'gamma': 0.6702959338154124} - results: PRECISION: 0.0363575, PRECISION_RECALL_MIN_DEN: 0.0836984, RECALL: 0.0819676, MAP: 0.0169111, MAP_MIN_DEN: 0.0384751, MRR: 0.1289543, NDCG: 0.0714609, F1: 0.0503721, HIT_RATE: 0.2732882, ARHR_ALL_HITS: 0.1471433, NOVELTY: 0.0036207, AVERAGE_POPULARITY: 0.2387827, DIVERSITY_MEAN_INTER_LIST: 0.9140161, DIVERSITY_HERFINDAHL: 0.9913992, COVERAGE_ITEM: 0.1009725, COVERAGE_ITEM_HIT: 0.0410112, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2542699, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0116533, SHANNON_ENTROPY: 8.3086043, RATIO_DIVERSITY_HERFINDAHL: 0.9917271, RATIO_DIVERSITY_GINI: 0.0261257, RATIO_SHANNON_ENTROPY: 0.6157389, RATIO_AVERAGE_POPULARITY: 4.6872565, RATIO_NOVELTY: 0.2232815, 
SearchBayesianSkopt: Config 60 is suboptimal. Config: {'norm': 1, 'alpha': 0.6500549086098687, 'beta': 0.9961454574649817, 'gamma': 0.15045158618734103} - results: PRECISION: 0.0352680, PRECISION_RECALL_MIN_DEN: 0.0805057, RECALL: 0.0787299, MAP: 0.0159904, MAP_MIN_DEN: 0.0358160, MRR: 0.1205755, NDCG: 0.0675402, F1: 0.0487140, HIT_RATE: 0.2654136, ARHR_ALL_HITS: 0.1382762, NOVELTY: 0.0039264, AVERAGE_POPULARITY: 0.1760649, DIVERSITY_MEAN_INTER_LIST: 0.9534787, DIVERSITY_HERFINDAHL: 0.9953454, COVERAGE_ITEM: 0.4949585, COVERAGE_ITEM_HIT: 0.0493421, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2469432, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0438153, SHANNON_ENTROPY: 9.5792987, RATIO_DIVERSITY_HERFINDAHL: 0.9956746, RATIO_DIVERSITY_GINI: 0.0982300, RATIO_SHANNON_ENTROPY: 0.7099083, RATIO_AVERAGE_POPULARITY: 3.4561177, RATIO_NOVELTY: 0.2421317, 
SearchBayesianSkopt: Config 61 is suboptimal. Config: {'norm': 2, 'alpha': 1.0, 'beta': 0.0, 'gamma': 0.19588145031989104} - results: PRECISION: 0.0399102, PRECISION_RECALL_MIN_DEN: 0.0916833, RECALL: 0.0897330, MAP: 0.0190481, MAP_MIN_DEN: 0.0429545, MRR: 0.1418031, NDCG: 0.0789135, F1: 0.0552479, HIT_RATE: 0.2939946, ARHR_ALL_HITS: 0.1636407, NOVELTY: 0.0038000, AVERAGE_POPULARITY: 0.1894575, DIVERSITY_MEAN_INTER_LIST: 0.9496670, DIVERSITY_HERFINDAHL: 0.9949642, COVERAGE_ITEM: 0.1349042, COVERAGE_ITEM_HIT: 0.0480549, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2735353, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0193051, SHANNON_ENTROPY: 9.1161921, RATIO_DIVERSITY_HERFINDAHL: 0.9952933, RATIO_DIVERSITY_GINI: 0.0432802, RATIO_SHANNON_ENTROPY: 0.6755881, RATIO_AVERAGE_POPULARITY: 3.7190111, RATIO_NOVELTY: 0.2343396, 
SearchBayesianSkopt: Config 62 is suboptimal. Config: {'norm': 2, 'alpha': 0.9816715643652096, 'beta': 0.9938306335505314, 'gamma': 0.465479595169074} - results: PRECISION: 0.0310338, PRECISION_RECALL_MIN_DEN: 0.0695007, RECALL: 0.0678194, MAP: 0.0134260, MAP_MIN_DEN: 0.0293898, MRR: 0.1015168, NDCG: 0.0570796, F1: 0.0425822, HIT_RATE: 0.2361871, ARHR_ALL_HITS: 0.1162742, NOVELTY: 0.0038059, AVERAGE_POPULARITY: 0.1941910, DIVERSITY_MEAN_INTER_LIST: 0.9425806, DIVERSITY_HERFINDAHL: 0.9942556, COVERAGE_ITEM: 0.3501144, COVERAGE_ITEM_HIT: 0.0450872, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2197507, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0257604, SHANNON_ENTROPY: 9.0504296, RATIO_DIVERSITY_HERFINDAHL: 0.9945844, RATIO_DIVERSITY_GINI: 0.0577526, RATIO_SHANNON_ENTROPY: 0.6707145, RATIO_AVERAGE_POPULARITY: 3.8119304, RATIO_NOVELTY: 0.2347006, 
SearchBayesianSkopt: Config 63 is suboptimal. Config: {'norm': 2, 'alpha': 0.0134465515459431, 'beta': 0.26612982679632874, 'gamma': 0.0016427285387103923} - results: PRECISION: 0.0398972, PRECISION_RECALL_MIN_DEN: 0.0916637, RECALL: 0.0896988, MAP: 0.0190334, MAP_MIN_DEN: 0.0429553, MRR: 0.1419305, NDCG: 0.0788784, F1: 0.0552291, HIT_RATE: 0.2934266, ARHR_ALL_HITS: 0.1635799, NOVELTY: 0.0038440, AVERAGE_POPULARITY: 0.1748586, DIVERSITY_MEAN_INTER_LIST: 0.9573448, DIVERSITY_HERFINDAHL: 0.9957320, COVERAGE_ITEM: 0.1946153, COVERAGE_ITEM_HIT: 0.0498784, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2730068, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0214553, SHANNON_ENTROPY: 9.2787977, RATIO_DIVERSITY_HERFINDAHL: 0.9960613, RATIO_DIVERSITY_GINI: 0.0481009, RATIO_SHANNON_ENTROPY: 0.6876385, RATIO_AVERAGE_POPULARITY: 3.4324384, RATIO_NOVELTY: 0.2370529, 
SearchBayesianSkopt: Config 64 is suboptimal. Config: {'norm': 1, 'alpha': 0.9736402892190674, 'beta': 0.9782755757137498, 'gamma': 0.981207343322175} - results: PRECISION: 0.0173216, PRECISION_RECALL_MIN_DEN: 0.0362858, RECALL: 0.0350705, MAP: 0.0068311, MAP_MIN_DEN: 0.0137376, MRR: 0.0527696, NDCG: 0.0288989, F1: 0.0231896, HIT_RATE: 0.1363214, ARHR_ALL_HITS: 0.0597258, NOVELTY: 0.0037116, AVERAGE_POPULARITY: 0.1957367, DIVERSITY_MEAN_INTER_LIST: 0.9409544, DIVERSITY_HERFINDAHL: 0.9940930, COVERAGE_ITEM: 0.2314431, COVERAGE_ITEM_HIT: 0.0297483, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.1268347, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0144971, SHANNON_ENTROPY: 8.5971011, RATIO_DIVERSITY_HERFINDAHL: 0.9944218, RATIO_DIVERSITY_GINI: 0.0325012, RATIO_SHANNON_ENTROPY: 0.6371190, RATIO_AVERAGE_POPULARITY: 3.8422716, RATIO_NOVELTY: 0.2288899, 
SearchBayesianSkopt: Config 65 is suboptimal. Config: {'norm': 2, 'alpha': 0.48469696146307994, 'beta': 0.7610609083384607, 'gamma': 0.0008736138276838059} - results: PRECISION: 0.0391743, PRECISION_RECALL_MIN_DEN: 0.0904065, RECALL: 0.0885108, MAP: 0.0185876, MAP_MIN_DEN: 0.0421177, MRR: 0.1392940, NDCG: 0.0774877, F1: 0.0543110, HIT_RATE: 0.2900186, ARHR_ALL_HITS: 0.1602088, NOVELTY: 0.0038836, AVERAGE_POPULARITY: 0.1770856, DIVERSITY_MEAN_INTER_LIST: 0.9549233, DIVERSITY_HERFINDAHL: 0.9954899, COVERAGE_ITEM: 0.3385297, COVERAGE_ITEM_HIT: 0.0510226, ITEMS_IN_GT: 0.8487557, COVERAGE_USER: 0.9304091, COVERAGE_USER_HIT: 0.2698359, USERS_IN_GT: 0.9304091, DIVERSITY_GINI: 0.0289664, SHANNON_ENTROPY: 9.4232530, RATIO_DIVERSITY_HERFINDAHL: 0.9958191, RATIO_DIVERSITY_GINI: 0.0649401, RATIO_SHANNON_ENTROPY: 0.6983439, RATIO_AVERAGE_POPULARITY: 3.4761549, RATIO_NOVELTY: 0.2394930, 
